"site_id","dataset_id","LONGITUDE","LATITUDE","datatype","Month","count"
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-06-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-07-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-08-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-09-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-10-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-11-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2014-12-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-01-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-02-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-03-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-04-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-05-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-06-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-07-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-08-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype3",2015-09-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-01-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-02-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-03-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-04-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-05-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-06-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-07-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-08-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-09-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-10-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-11-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2013-12-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-01-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-02-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-03-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-04-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-05-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-06-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-07-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-08-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-09-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-10-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-11-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2014-12-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-01-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-02-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-03-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-04-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-05-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-06-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-07-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-08-01,1
"A39","Set_A",-81.7784208,26.2726733,"datatype4",2015-09-01,1
"A40","Set_A",-81.778408,26.2728725,"datatype3",2023-03-01,1
"A40","Set_A",-81.778408,26.2728725,"datatype4",2023-03-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype1",2020-02-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype1",2021-03-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype3",2020-02-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype3",2021-03-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2014-02-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2014-07-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2015-02-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2015-07-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2017-04-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2020-02-01,1
"A43","Set_A",-81.7698052,26.2606425,"datatype4",2021-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-10-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-11-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2013-12-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-10-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-11-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2014-12-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype1",2015-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-10-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-11-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2013-12-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-10-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-11-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2014-12-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype3",2015-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-10-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-11-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2013-12-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-09-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-10-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-11-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2014-12-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-01-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-02-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-03-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-04-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-05-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-06-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-07-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-08-01,1
"A58","Set_A",-81.7461944,26.1039819,"datatype4",2015-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2013-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2013-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2013-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2013-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2013-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2013-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2014-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2014-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2014-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2014-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2014-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2014-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2015-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2015-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2015-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2015-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2015-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2015-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2017-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2017-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2017-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2017-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2017-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2017-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2018-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2018-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2018-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2018-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2018-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2018-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2019-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2019-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2019-06-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2019-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2019-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2019-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2020-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2020-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2020-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2020-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2020-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2021-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2021-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2021-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2021-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2021-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2021-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2022-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2022-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2022-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2022-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2022-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2023-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2023-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2023-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2023-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype1",2023-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2013-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2013-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2013-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2013-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2013-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2013-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2014-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2014-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2014-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2014-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2014-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2014-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2015-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2015-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2015-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2015-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2015-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2015-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2017-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2017-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2017-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2017-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2017-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2017-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2018-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2018-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2018-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2018-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2018-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2018-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2019-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2019-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2019-06-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2019-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2019-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2019-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2020-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2020-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2020-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2020-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2020-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2021-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2021-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2021-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2021-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2021-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2021-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2022-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2022-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2022-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2022-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2022-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2023-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2023-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2023-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2023-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype2",2023-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2013-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2013-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2013-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2013-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2013-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2013-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2014-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2014-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2014-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2014-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2014-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2014-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2015-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2015-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2015-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2015-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2015-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2015-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2017-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2017-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2017-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2017-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2017-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2017-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2018-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2018-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2018-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2018-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2018-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2018-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2019-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2019-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2019-06-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2019-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2019-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2019-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2020-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2020-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2020-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2020-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2020-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2021-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2021-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2021-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2021-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2021-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2021-11-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2022-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2022-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2022-05-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2022-07-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2022-09-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2023-01-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2023-03-01,1
"A59","Set_A",-81.743,26.0155305,"datatype3",2023-05-01,1
